For Warrick,"1. CSI: Crime Scene Investigation (2000–2015) Episode: For Warrick (2008) TV-14 | 45 min | Crime, Drama, Mystery 9.0 Rate this CSIs past and present come together at the news of Warrick's death. But will Warrick's real killer successfully frame another police officer for his murder? Director: Richard J. Lewis | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 1,083"
Bittersweet,"72. CSI: Crime Scene Investigation (2000–2015) Episode: Bittersweet (2011) TV-14 | 43 min | Crime, Drama, Mystery 8.0 Rate this A sadistic killer from Sara's past who recently got out of prison appears to have struck again, while another dead body appears to have drowned in chocolate. Director: Frank Waldeck | Stars: Ted Danson , Marg Helgenberger , George Eads , Jorja Fox Votes: 637"
Meat Jekyll,"73. CSI: Crime Scene Investigation (2000–2015) Episode: Meat Jekyll (2010) TV-14 | 60 min | Crime, Drama, Mystery 8.0 Rate this The crime lab reluctantly brings in imprisoned serial killer Nate Haskell after he claims to know the identity of ""Dr. Jeckyll."" Meanwhile, clues revealing his next and perhaps final victim are mailed to Dr. Langston. Director: Alec Smight | Stars: Laurence Fishburne , Marg Helgenberger , George Eads , Eric Szmanda Votes: 610"
Art Imitates Life,"74. CSI: Crime Scene Investigation (2000–2015) Episode: Art Imitates Life (2008) TV-14 | 55 min | Crime, Drama, Mystery 8.0 Rate this CSI is caught in a race against time to catch a failed artist-turned serial killer who is leaving his victims in unusual poses all over Las Vegas. Director: Kenneth Fink | Stars: William Petersen , Marg Helgenberger , George Eads , Eric Szmanda Votes: 703"
A Thousand Days on Earth,"75. CSI: Crime Scene Investigation (2000–2015) Episode: A Thousand Days on Earth (2008) TV-14 | 44 min | Crime, Drama, Mystery 8.0 Rate this CSI investigates the death of a toddler who was left in a cardboard box in a parking lot. A registered sex offender who is wrongly accused threatens Catherine after the real cause of death is identified. Director: Kenneth Fink | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 676"
Empty Eyes,"76. CSI: Crime Scene Investigation (2000–2015) Episode: Empty Eyes (2007) TV-PG | 43 min | Crime, Drama, Mystery 8.0 Rate this Six showgirls who live together are murdered in their home, and Sara is distressed when the final victim dies in her arms. However, she may have left Sara a vital clue that could help her ultimately identify the killer. Director: Michael Slovis | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 765"
Sweet Jane,"77. CSI: Crime Scene Investigation (2000–2015) Episode: Sweet Jane (2007) TV-14 | 45 min | Crime, Drama, Mystery 8.0 Rate this The C.S.I. team doesn't know what to make of their new member (Schreiber), who joins them in the hunt for a serial killer, active since the 1970's. Director: Kenneth Fink | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 766"
Viva Las Vegas,"78. CSI: Crime Scene Investigation (2000–2015) Episode: Viva Las Vegas (2004) TV-14 | 46 min | Crime, Drama, Mystery 8.0 Rate this With four cases to solve, it will be a long day for every one of our CSIs. Greg has finally found a replacement and is out on his first official case with Grissom as they investigate a ... See full summary » Director: Danny Cannon | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 740"
The Hunger Artist,"79. CSI: Crime Scene Investigation (2000–2015) Episode: The Hunger Artist (2002) TV-14 | 45 min | Crime, Drama, Mystery 8.0 Rate this The body of a woman is found in a shopping cart, wrapped in a blanket with her mutilated face protruding out. The woman was a model named Ashley James whose face can be found all over Las Vegas, on billboards and magazine covers. Director: Richard J. Lewis | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 814"
The Execution of Catherine Willows,"80. CSI: Crime Scene Investigation (2000–2015) Episode: The Execution of Catherine Willows (2002) TV-PG | 43 min | Crime, Drama, Mystery 8.0 Rate this On the day of convicted serial killer-rapist John Mathers's execution, a new case following his MO causes a stay after countering the already administered lethal injection and urgent ... See full summary » Director: Kenneth Fink | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 756"
Pilot,"81. CSI: Crime Scene Investigation (2000–2015) Episode: Pilot (2000) TV-14 | 47 min | Crime, Drama, Mystery 8.0 Rate this A murder appears to be a suicide with very little evidence. Director: Danny Cannon | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 1,348"
Mea Culpa,"82. CSI: Crime Scene Investigation (2000–2015) Episode: Mea Culpa (2004) TV-14 | 44 min | Crime, Drama, Mystery 8.0 Rate this During a retrial, a fingerprint appears on a matchbook which was formerly not visible to Grissom and his team. This makes Grissom reopen the case. His decision leaves him an easy target for... See full summary » Director: David Grossman | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 691"
Justice Is Served,"83. CSI: Crime Scene Investigation (2000–2015) Episode: Justice Is Served (2001) TV-PG | 44 min | Crime, Drama, Mystery 8.0 Rate this Catherine gets emotionally involved while investigating the death of a six-year old girl at a carnival. Grissom, Nick and Warick take on the case of a jogger who was apparently attacked by an animal who knows how to use a scalpel. Director: Thomas J. Wright | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 849"
Homebodies,"84. CSI: Crime Scene Investigation (2000–2015) Episode: Homebodies (2003) TV-14 | 42 min | Crime, Drama, Mystery 8.0 Rate this Fingerprints suggest a link between two home invasions, but it's hard to link either the victims or the logical suspects, who may all be innocent. The crucial survivor testimony proves the ... See full summary » Director: Kenneth Fink | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 734"
Crate 'n' Burial,"85. CSI: Crime Scene Investigation (2000–2015) Episode: Crate 'n' Burial (2000) TV-14 | 45 min | Crime, Drama, Mystery 8.0 Rate this The search is on for a abducted woman while a hit and run death of a little girl is investigated. Director: Danny Cannon | Stars: William Petersen , Marg Helgenberger , Jorja Fox , Gary Dourdan Votes: 981"
Crash and Burn,"86. CSI: Crime Scene Investigation (2000–2015) Episode: Crash and Burn (2003) TV-PG | 44 min | Crime, Drama, Mystery 8.0 Rate this An elderly lady drives her car recklessly into a café for no apparent reason. Meanwhile, a wife dies of carbon monoxide poisoning while her husband does not even though he was sleeping right next to her. Director: Richard J. Lewis | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 732"
Compulsion,"87. CSI: Crime Scene Investigation (2000–2015) Episode: Compulsion (2005) TV-14 | 44 min | Crime, Drama, Mystery 8.0 Rate this A female flight attendant is brutally raped and killed in her hotel room. Ecklie brings a five-year-old cold case to Grissom and his team which bears a striking resemblance to the new case.... See full summary » Director: Duane Clark | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 726"
Committed,"88. CSI: Crime Scene Investigation (2000–2015) Episode: Committed (2005) TV-14 | 42 min | Crime, Drama, Mystery 8.0 Rate this Sara accompanies Grissom to a mental hospital where one of its inmates has been murdered inside his room. Interviewing patients prove to be harder than usual as most of them are mentally ... See full summary » Director: Richard J. Lewis | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 714"
Chasing the Bus,"89. CSI: Crime Scene Investigation (2000–2015) Episode: Chasing the Bus (2002) TV-PG | 44 min | Crime, Drama, Mystery 8.0 Rate this A tour bus heading to Las Vegas skids off the highway, leading to many deaths and even more injuries. The team suspects that this is no mere accident. Director: Richard J. Lewis | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 793"
Ch-Ch-Changes,"90. CSI: Crime Scene Investigation (2000–2015) Episode: Ch-Ch-Changes (2004) TV-14 | 45 min | Crime, Drama, Mystery 8.0 Rate this A body of a woman, her throat slit, is found in her car next to the highway. Autopsy reveals that Wendy was once a man who underwent a sex change operation. To solve this case, Grissom and ... See full summary » Director: Richard J. Lewis | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 760"
Caged,"91. CSI: Crime Scene Investigation (2000–2015) Episode: Caged (2001) TV-PG | 45 min | Crime, Drama, Mystery 8.0 Rate this A woman is found dead in a locked room while another died when her car is hit by a train. Director: Richard J. Lewis | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 809"
Blood Lust,"92. CSI: Crime Scene Investigation (2000–2015) Episode: Blood Lust (2002) TV-14 | 43 min | Crime, Drama, Mystery 8.0 Rate this A taxi driver accidentally runs over a teenage boy. He is later brutally beaten by a gang who thinks he is running away. Grissom and Sara works on the case and finds that the boy was dead prior to being hit from a stab wound. Director: Charles Correll | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 745"
Bad to the Bone,"93. CSI: Crime Scene Investigation (2000–2015) Episode: Bad to the Bone (2004) TV-14 | 44 min | Crime, Drama, Mystery 8.0 Rate this A very large man is beaten to death by a smaller man with enormous strength. During interrogation, the suspect jumps on Grissom and is subdued by police officers in the room. He ends up ... See full summary » Director: David Grossman | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 720"
Assume Nothing,"94. CSI: Crime Scene Investigation (2000–2015) Episode: Assume Nothing (2003) TV-14 | 44 min | Crime, Drama, Mystery 8.0 Rate this Several couples are killed bloodily after a wild party night in the same luxury hotel with Cameron and Mandy Klinefeld, or rather one somehow forced to kill the spouse. Nick is pleased to ... See full summary » Director: Richard J. Lewis | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 767"
Anatomy of a Lye,"95. CSI: Crime Scene Investigation (2000–2015) Episode: Anatomy of a Lye (2002) TV-PG | 45 min | Crime, Drama, Mystery 8.0 Rate this Grissom and Sidle investigate the death of someone who was buried in a shallow grave in a park and covered in lye. The autopsy reveals that the victim was struck by a car in the last 72 ... See full summary » Director: Kenneth Fink | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 792"
A Night at the Movies,"96. CSI: Crime Scene Investigation (2000–2015) Episode: A Night at the Movies (2003) TV-14 | 44 min | Crime, Drama, Mystery 8.0 Rate this A man is found stabbed to death in an art house cinema while a young shooting victim is found in a storage room with a bizarrely wide bullet hole pattern. Director: Matt Earl Beesley | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 715"
Frame by Frame,"97. CSI: Crime Scene Investigation (2000–2015) Episode: Frame by Frame (2013) TV-14 | 44 min | Crime, Drama, Mystery 7.9 Rate this The team gets a second crack at a reclusive millionaire who may have gotten away with murder 14 year earlier when a new dead body is found in his home. Director: Alec Smight | Stars: Ted Danson , Elisabeth Shue , George Eads , Jorja Fox Votes: 424"
The Devil and D.B. Russell,"98. CSI: Crime Scene Investigation (2000–2015) Episode: The Devil and D.B. Russell (2013) TV-14 | 43 min | Crime, Drama, Mystery 7.9 Rate this The search for the serial killer who kidnapped Brass's daughter intensifies after Morgan become the killer's latest kidnapping victim. Director: Alec Smight | Stars: Ted Danson , Elisabeth Shue , George Eads , Jorja Fox Votes: 454"
Play Dead,"99. CSI: Crime Scene Investigation (2000–2015) Episode: Play Dead (2012) TV-14 | 43 min | Crime, Drama, Mystery 7.9 Rate this Nick searches for a cop killer with the help of the victim's canine partner, and the team tries to figure out who shot and killed a divorce lawyer. Director: Eagle Egilsson | Stars: Ted Danson , Elisabeth Shue , George Eads , Jorja Fox Votes: 452"
Crime After Crime,"100. CSI: Crime Scene Investigation (2000–2015) Episode: Crime After Crime (2011) TV-14 | 43 min | Crime, Drama, Mystery 7.9 Rate this When the CSI team investigates three seemingly unrelated murders, they discover someone is getting revenge for cold case murders that were never solved. Director: Paul McCrane | Stars: Ted Danson , Marg Helgenberger , George Eads , Jorja Fox Votes: 605"
House of Hoarders,"101. CSI: Crime Scene Investigation (2000–2015) Episode: House of Hoarders (2010) TV-14 | 60 min | Crime, Drama, Mystery 7.9 Rate this Nick accidentally stumbles upon a badly decomposing dead body in the home of a mother with a severe hoarding disorder, but that is only the first of a number of grisly surprises the team finds in the house. Director: Alec Smight | Stars: Laurence Fishburne , Marg Helgenberger , George Eads , Jorja Fox Votes: 634"
The Two Mrs. Grissoms,"102. CSI: Crime Scene Investigation (2000–2015) Episode: The Two Mrs. Grissoms (2011) TV-PG | 43 min | Crime, Drama, Mystery 7.9 Rate this The death of a prominent professor in the deaf community is connected to a feud between two deaf graduate students competing over a grant, and the investigation creates tension between Sara and Grissom's mother. Director: Steven Felder | Stars: Laurence Fishburne , Marg Helgenberger , George Eads , Jorja Fox Votes: 640"
World's End,"103. CSI: Crime Scene Investigation (2000–2015) Episode: World's End (2010) TV-14 | 60 min | Crime, Drama, Mystery 7.9 Rate this While investigating the death of a high school white supremacist, the team unexpectedly stumbles on a fugitive Rwandan war criminal. Director: Alec Smight | Stars: Laurence Fishburne , Marg Helgenberger , George Eads , Eric Szmanda Votes: 607"
Leave Out All the Rest,"104. CSI: Crime Scene Investigation (2000–2015) Episode: Leave Out All the Rest (2008) TV-14 | 44 min | Crime, Drama, Mystery 7.9 Rate this When CSI investigates a homicide that appears to have connections to the S&M world, Gil turns to Lady Heather for help. But is he really there because of his personal problems with Sara and not for the actual case? Director: Kenneth Fink | Stars: William Petersen , Marg Helgenberger , George Eads , Eric Szmanda Votes: 702"
The Grave Shift,"105. CSI: Crime Scene Investigation (2000–2015) Episode: The Grave Shift (2009) TV-14 | 44 min | Crime, Drama, Mystery 7.9 Rate this Dr. Langston has a challenging first day learning the ropes both in the field and in the crime lab, and the team has a difficult time deciding who will get Grissom's old office. Director: Richard J. Lewis | Stars: Laurence Fishburne , Marg Helgenberger , George Eads , Eric Szmanda Votes: 650"
Grissom's Divine Comedy,"106. CSI: Crime Scene Investigation (2000–2015) Episode: Grissom's Divine Comedy (2008) TV-14 | 60 min | Crime, Drama, Mystery 7.9 Rate this The discovery of the body of a witness shot in a burned-out car could compromise the DA's case against the leader of a Latino gang. But was the gang really involved in the witness' murder? Director: Richard J. Lewis | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 663"
Redrum,"107. CSI: Crime Scene Investigation (2000–2015) Episode: Redrum (2007) TV-PG | 45 min | Crime, Drama, Mystery 7.9 Rate this Keppler proposes that Catherine create a phony crime scene to help catch a murderer, and to keep it secret from the other investigators. However, Nick quickly figures out that something is fishy. Director: Martha Coolidge | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 713"
Happenstance,"108. CSI: Crime Scene Investigation (2000–2015) Episode: Happenstance (2006) TV-14 | 42 min | Crime, Drama, Mystery 7.9 Rate this CSI investigates the deaths of estranged identical twins: one from a gunshot wound, and one from an apparent suicide. The two deaths do not appear to be related, but are they? Director: Jean de Segonzac | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 719"
Built to Kill: Part 1,"109. CSI: Crime Scene Investigation (2000–2015) Episode: Built to Kill: Part 1 (2006) TV-14 | 42 min | Crime, Drama, Mystery 7.9 Rate this Foul play is suspected when an apparent suicide victim still has the gun in his hand, and a flower delivery woman is found crushed to death in the middle of a Cirque du Soleil performance. Director: Kenneth Fink | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 801"
Toe Tags,"110. CSI: Crime Scene Investigation (2000–2015) Episode: Toe Tags (2006) TV-PG | 41 min | Crime, Drama, Mystery 7.9 Rate this A group of dead bodies in the Las Vegas morgue get to know each other while CSI tries to solve the crimes that got them there. Director: Jeffrey G. Hunt | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 829"
Killer,"111. CSI: Crime Scene Investigation (2000–2015) Episode: Killer (2006) TV-14 | 44 min | Crime, Drama, Mystery 7.9 Rate this A man walks into a shabby apartment and shoots the occupant. On his way home, a teenager's car crashes into his car. Ally Sullivan insists on calling the police but the man refuses. As he ... See full summary » Directors: Kenneth Fink , Andrew Baron | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 720"
Who Are You?,"112. CSI: Crime Scene Investigation (2000–2015) Episode: Who Are You? (2000) TV-14 | 46 min | Crime, Drama, Mystery 7.9 Rate this Department protocol is violated when Catherine investigates her ex-husband's rape accusation. Director: Danny Cannon | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 916"
Turn of the Screws,"113. CSI: Crime Scene Investigation (2000–2015) Episode: Turn of the Screws (2004) TV-PG | 44 min | Crime, Drama, Mystery 7.9 Rate this Three crimes are explored in this episode. Firstly, an employee of an amusement park is found dead due to head injury, near a roller coaster accident where a car came off the tracks, ... See full summary » Director: Deran Sarafian | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 707"
Scuba Doobie-Doo,"114. CSI: Crime Scene Investigation (2000–2015) Episode: Scuba Doobie-Doo (2001) TV-PG | 43 min | Crime, Drama, Mystery 7.9 Rate this A scuba diver (at least a man who dresses like one) is found dead, fully equipped with an oxygen tank, on a tree in a burned forest. Director: Jefery Levy | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 791"
One Hit Wonder,"115. CSI: Crime Scene Investigation (2000–2015) Episode: One Hit Wonder (2003) TV-PG | 44 min | Crime, Drama, Mystery 7.9 Rate this There is a 'peeping Tom' on the loose in Las Vegas. He has just committed his first breaking-and-entering which means that he is going to commit more serious crimes any time soon. This fear... See full summary » Director: Félix Enríquez Alcalá | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 737"
No Humans Involved,"116. CSI: Crime Scene Investigation (2000–2015) Episode: No Humans Involved (2004) TV-14 | 44 min | Crime, Drama, Mystery 7.9 Rate this An inmate is brain dead at a hospital from a small riot inside a very crowded holding cell. Catherine leads a team to investigate at the police station. The other case involves the body of ... See full summary » Director: Rob Bailey | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 693"
Let the Seller Beware,"117. CSI: Crime Scene Investigation (2000–2015) Episode: Let the Seller Beware (2002) TV-14 | 45 min | Crime, Drama, Mystery 7.9 Rate this The owners of a house placed on sale are found dead, their bodies discovered by two interested buyers. Sara is working solo on the death of a cheerleader at a high school. Director: Richard J. Lewis | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 760"
I-15 Murders,"118. CSI: Crime Scene Investigation (2000–2015) Episode: I-15 Murders (2001) TV-PG | 44 min | Crime, Drama, Mystery 7.9 Rate this While investigating the disappearance of Margaret Shorey at a supermarket, Grissom and Catherine stumble upon a serial killer who claims to have killed five women in supermarkets located ... See full summary » Director: Oz Scott | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 855"
Cool Change,"119. CSI: Crime Scene Investigation (2000–2015) Episode: Cool Change (2000) TV-14 | 44 min | Crime, Drama, Mystery 7.9 Rate this Grissom, newly appointed head of the crime lab, investigates the supposed suicide of a jackpot-winner. Meanwhile, Warrick has to deal with the fact that the shooting of rookie CSI Holly Gribbs was due to his failure to supervise her. Director: Michael W. Watkins | Stars: William Petersen , Marg Helgenberger , Jorja Fox , Gary Dourdan Votes: 1,072"
Girls Gone Wild,"120. CSI: Crime Scene Investigation (2000–2015) Episode: Girls Gone Wild (2013) TV-14 | 43 min | Crime, Drama, Mystery 7.8 Rate this A spa weekend for Sara, Finlay and Morgan turns into a murder investigation and missing persons case when Finlay disappears, as the CSI team must piece together what happened in detail to find her. Director: Alec Smight | Stars: Ted Danson , Elisabeth Shue , George Eads , Jorja Fox Votes: 361"
Wild Flowers,"121. CSI: Crime Scene Investigation (2000–2015) Episode: Wild Flowers (2012) TV-14 | 43 min | Crime, Drama, Mystery 7.8 Rate this A homicide at a rave leads CSI to a gruesome discovery involving two badly abused sisters. Director: Brad Tanenbaum | Stars: Ted Danson , Elisabeth Shue , George Eads , Jorja Fox Votes: 444"
Code Blue Plate Special,"122. CSI: Crime Scene Investigation (2000–2015) Episode: Code Blue Plate Special (2012) TV-14 | 44 min | Crime, Drama, Mystery 7.8 Rate this CSI investigates a massacre at a local diner, and the team suspects that one of the victims' stalkers is the shooter. Director: Louis Shaw Milito | Stars: Ted Danson , Elisabeth Shue , George Eads , Jorja Fox Votes: 467"
CSI Unplugged,"123. CSI: Crime Scene Investigation (2000–2015) Episode: CSI Unplugged (2012) TV-14 | 43 min | Crime, Drama, Mystery 7.8 Rate this The team works against the clock to find a kidnapped boy--which becomes even more difficult after when a blackout shuts down the entire city. Director: Jeffrey G. Hunt | Stars: Ted Danson , Elisabeth Shue , George Eads , Jorja Fox Votes: 592"
Tressed to Kill,"124. CSI: Crime Scene Investigation (2000–2015) Episode: Tressed to Kill (2012) TV-14 | 44 min | Crime, Drama, Mystery 7.8 Rate this When a ""hair stalker"" escalates to murder, CSI turns to his ""muse"" to identify a suspect before he claims his next victim. Director: Brad Tanenbaum | Stars: Ted Danson , George Eads , Jorja Fox , Eric Szmanda Votes: 626"
CSI Down,"125. CSI: Crime Scene Investigation (2000–2015) Episode: CSI Down (2011) TV-14 | 43 min | Crime, Drama, Mystery 7.8 Rate this Morgan's life may be in danger when an injured man, who is also a suspect in the murder of two gang members, hijacks his medivac helicopter and demands to be flown to Mexico. Director: Jeffrey G. Hunt | Stars: Ted Danson , Marg Helgenberger , George Eads , Jorja Fox Votes: 658"
Doctor Who,"126. CSI: Crime Scene Investigation (2000–2015) Episode: Doctor Who (2010) TV-14 | 60 min | Crime, Drama, Mystery 7.8 Rate this A dead reporter is found with pictures of the victims of ""Dr. Jeckyll"" on her, and the investigation into her death reveal some disturbing secrets about Dr. Langston, past and present. Director: Jeffrey G. Hunt | Stars: Laurence Fishburne , Marg Helgenberger , George Eads , Eric Szmanda Votes: 575"
Wild Life,"127. CSI: Crime Scene Investigation (2000–2015) Episode: Wild Life (2010) TV-14 | 60 min | Crime, Drama, Mystery 7.8 Rate this The death of a casino hotel guest is tied to an unlikely sexual encounter with a married woman in the room next to his, and a cat and a parrot may hold the clues of their owners' apparent double homicide. Director: Charles Haid | Stars: Laurence Fishburne , Marg Helgenberger , George Eads , Jorja Fox Votes: 595"
The List,"128. CSI: Crime Scene Investigation (2000–2015) Episode: The List (2011) TV-14 | 45 min | Crime, Drama, Mystery 7.8 Rate this After a cop convicted of killing his police officer wife is killed in prison, the team discovers that he may have been framed, and Brass and Vartann may have been romantically linked to his wife. Director: Louis Shaw Milito | Stars: Laurence Fishburne , Marg Helgenberger , George Eads , Jorja Fox Votes: 593"
Irradiator,"129. CSI: Crime Scene Investigation (2000–2015) Episode: Irradiator (2010) TV-14 | 60 min | Crime, Drama, Mystery 7.8 Rate this The team discovers that a man who shot and killed a married couple is actually a victim of ""Dr. Jekyll,"" and Dr. Langston could be the doctor's next target. Director: Michael Nankin | Stars: Laurence Fishburne , Marg Helgenberger , George Eads , Eric Szmanda Votes: 566"
Coup de Grace,"130. CSI: Crime Scene Investigation (2000–2015) Episode: Coup de Grace (2009) TV-14 | 60 min | Crime, Drama, Mystery 7.8 Rate this When a police officer shoots and kills his ex-partner in a parking lot, the team must figure out whether it was premeditated and possibly racially motivated. Director: Paris Barclay | Stars: Laurence Fishburne , Marg Helgenberger , George Eads , Eric Szmanda Votes: 623"
The Gone Dead Train,"131. CSI: Crime Scene Investigation (2000–2015) Episode: The Gone Dead Train (2009) TV-14 | 60 min | Crime, Drama, Mystery 7.8 Rate this Dr. Robbins determines that a number of unsolved deaths are actually from rabies, and that they are connected to a tattoo parlor and a former medical examiner from Reno who runs it. Director: Alec Smight | Stars: Laurence Fishburne , Marg Helgenberger , George Eads , Eric Szmanda Votes: 642"
A Space Oddity,"132. CSI: Crime Scene Investigation (2000–2015) Episode: A Space Oddity (2009) TV-14 | 43 min | Crime, Drama, Mystery 7.8 Rate this Will a case involving a television producer killed during a sci-fi convention kindle an unlikely romance between Hodges and Wendy? Director: Michael Nankin | Stars: Laurence Fishburne , Marg Helgenberger , George Eads , Eric Szmanda Votes: 811"
No Way Out,"133. CSI: Crime Scene Investigation (2000–2015) Episode: No Way Out (2009) TV-14 | 55 min | Crime, Drama, Mystery 7.8 Rate this While investigating a gang-related shooting in an otherwise quiet suburban neighborhood, Raymond and Riley are held hostage. Director: Alec Smight | Stars: Laurence Fishburne , Marg Helgenberger , George Eads , Eric Szmanda Votes: 631"
Lying Down with Dogs,"134. CSI: Crime Scene Investigation (2000–2015) Episode: Lying Down with Dogs (2007) TV-PG | 42 min | Crime, Drama, Mystery 7.8 Rate this A well-known Las Vegas humanitarian is killed for her involvement in a dog-fighting ring, and CSI searches for clues in the strip club murder that Warrick was framed for. Director: Michael Slovis | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 718"
Dead Doll,"135. CSI: Crime Scene Investigation (2000–2015) Episode: Dead Doll (2007) TV-PG | 44 min | Crime, Drama, Mystery 7.8 Rate this The CSIs race against the clock to find an injured Sara, who has been kidnapped and put under a car in a remote area of the desert by the Miniature Killer. Director: Kenneth Fink | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 929"
A La Cart,"136. CSI: Crime Scene Investigation (2000–2015) Episode: A La Cart (2007) TV-14 | 45 min | Crime, Drama, Mystery 7.8 Rate this While CSI tackles cases involving a teen beheaded in a go-cart accident and the murder of an iconic gentleman's magazine publisher, Ecklie confronts Gil and Sara about their concealed affair. Director: Richard J. Lewis | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 758"
Fallen Idols,"137. CSI: Crime Scene Investigation (2000–2015) Episode: Fallen Idols (2007) TV-14 | 45 min | Crime, Drama, Mystery 7.8 Rate this A star high school basketball player disappears, and the investigation reveals that he gave an STD to a couple of his classmates. Director: Christopher Leitch | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 770"
Way to Go,"138. CSI: Crime Scene Investigation (2000–2015) Episode: Way to Go (2006) TV-14 | 44 min | Crime, Drama, Mystery 7.8 Rate this While Jim Brass is in surgery the team has two cases to tackle. The first involves a man, found decapitated on train tracks, with a 19-inch waist. Further investigation reveals that he wore... See full summary » Director: Kenneth Fink | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 758"
Sounds of Silence,"139. CSI: Crime Scene Investigation (2000–2015) Episode: Sounds of Silence (2001) TV-14 | 60 min | Crime, Drama, Mystery 7.8 Rate this Grissom, Sara and Warrick investigate the apparent hit and run of a young man...they soon discover he was deaf. Meanwhile, Nick and Catherine are attempting to solve a mass murder in a coffee shop. Director: Peter Markle | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 816"
Shooting Stars,"140. CSI: Crime Scene Investigation (2000–2015) Episode: Shooting Stars (2005) TV-14 | 45 min | Crime, Drama, Mystery 7.8 Rate this A UFO cult commits mass suicide in an underground complex shortly after apparently dumping a body in a garden. When the CSI team discover their bodies, they suspect two members are still alive and go looking for them. Director: Danny Cannon | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 707"
Pledging Mr. Johnson,"141. CSI: Crime Scene Investigation (2000–2015) Episode: Pledging Mr. Johnson (2000) TV-14 | 45 min | Crime, Drama, Mystery 7.8 Rate this A severed leg is found in a lake while a fraternity pledge goes badly. Director: Richard J. Lewis | Stars: William Petersen , Marg Helgenberger , Jorja Fox , Gary Dourdan Votes: 937"
Paper or Plastic?,"142. CSI: Crime Scene Investigation (2000–2015) Episode: Paper or Plastic? (2004) TV-14 | 44 min | Crime, Drama, Mystery 7.8 Rate this There's been a supermarket robbery with 5 deaths, one of whom is a police officer. Another police officer was at the scene and is being questioned when a bullet from his gun killed a ... See full summary » Director: Kenneth Fink | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 706"
Organ Grinder,"143. CSI: Crime Scene Investigation (2000–2015) Episode: Organ Grinder (2001) TV-PG | 42 min | Crime, Drama, Mystery 7.8 Rate this Major home developer Robert Fairmont is found unconscious in a hotel elevator, probably staged. Widow Julia knew about his serial adultery and approved his organs to be donated and the rest... See full summary » Director: Allison Liddi-Brown | Stars: William Petersen , Marg Helgenberger , Gary Dourdan , George Eads Votes: 780"
